song_id,respondent,prompt,description,similarity
6cff0016-0d2e-4199-9,12,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,","strong guitar presence, something you might here on like a sad country/rock playlist",0.5708
6cff0016-0d2e-4199-9,24,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,","Acoustic guitar and deeper male voice, with almost Irish sounding patterns, reminiscent of a pirate at sea. ",0.4375
6cff0016-0d2e-4199-9,40,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,",The instrument in the background sounds like a guitar on a slow peaceful day. ,0.3379
6cff0016-0d2e-4199-9,45,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,","Sounds like a banjo playing, seems bittersweet, male singing. Music sounds kind of country, but his singing not so much.",0.3832
6dfa3eea-e6cf-46fb-a,9,"A song about sexy Annie in Hong Kong , rock, alternative rock, indie rock,",Rock song sung by a guy. Sounds sad and romantic,0.4707
6dfa3eea-e6cf-46fb-a,15,"A song about sexy Annie in Hong Kong , rock, alternative rock, indie rock,","Heavy metal-y song with drums and deep male vocals. It's steady and slightly darker toned, lots of instruments.",0.3914
6dfa3eea-e6cf-46fb-a,26,"A song about sexy Annie in Hong Kong , rock, alternative rock, indie rock,","Old school grunge type of song, seems to be a rebellious teenager who would listen to this",0.4357
6dfa3eea-e6cf-46fb-a,38,"A song about sexy Annie in Hong Kong , rock, alternative rock, indie rock,",Grunge rock feels with the male voice adding an early 2000s sleaze feel to it.,0.4102
6dfa3eea-e6cf-46fb-a,43,"A song about sexy Annie in Hong Kong , rock, alternative rock, indie rock,",Funky metal vibe could be a song for a start of fight song or the introduction theme of a very emo/alternate character in a show,0.3457
6eec1cc9-81f9-40d3-9,2,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,",Sounds like punk metal with electric guitar and drums. A guy is more screaming than singing. ,0.4809
6eec1cc9-81f9-40d3-9,16,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,","intense track with punk rock screaming vocals and callbacks, steady upbeat drums and trashy guitar",0.4854
6eec1cc9-81f9-40d3-9,22,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,","Death metal, high tempo guitar strumming and growling vocals. Vocals are more statements than stories.",0.4655
6eec1cc9-81f9-40d3-9,39,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,",heavy metal music that sounds like a cacophony. very jarring and annoying to listen to,0.4516
6eec1cc9-81f9-40d3-9,42,"AlienAPI whispering messages into the Human Hosts Brain., hard rock, guitar, male vocalist, heavy metal, electric guitar, album rock,","tense guitar, and extreme drums, heavy metal singing/screaming, very intense",0.5462
6fdab3ec-7a58-4272-8,9,"psychedelic indie pop, sunset chill vibes, counter culture mixed with bossa nova",Almost sad dreamy like song sung by a guy who sounds like he is dying.,0.3465
6fdab3ec-7a58-4272-8,18,"psychedelic indie pop, sunset chill vibes, counter culture mixed with bossa nova","Male voice, more calmer, indie sounds and beats in the background. Sounds like a jungle?",0.4984
6fdab3ec-7a58-4272-8,30,"psychedelic indie pop, sunset chill vibes, counter culture mixed with bossa nova","A simple drone anchors the background while a sparse melody appears in short fragments, the bass follows root motion closely, the tempo feels consistent, and short pauses help separate the phrases clearly.",0.4014
6fdab3ec-7a58-4272-8,37,"psychedelic indie pop, sunset chill vibes, counter culture mixed with bossa nova",Sounds a little uneasy. The beats and lyrics don't fully match.,0.3083
6fdab3ec-7a58-4272-8,46,"psychedelic indie pop, sunset chill vibes, counter culture mixed with bossa nova","chill vibes, male singer, groovy, drums, giving 90's era music. ",0.6565
7279ca60-c53e-4913-a,2,"60s baroque pop about Mister Muffin, whimsical, britpop, male vocals, backing vocals",I hear different beats maybe by drums and guitar and like a trombone or something. There is a male singer and its upbeat it sounds like an older song.,0.3553
7279ca60-c53e-4913-a,16,"60s baroque pop about Mister Muffin, whimsical, britpop, male vocals, backing vocals","opens with a charming electronic melody, sounds like an old advertisement/jingle with light male layered vocals and a peppy drum line carrying the beat",0.4341
7279ca60-c53e-4913-a,28,"60s baroque pop about Mister Muffin, whimsical, britpop, male vocals, backing vocals","Happy sounding alternative rock, high pitched english singing by male.",0.594
7279ca60-c53e-4913-a,41,"60s baroque pop about Mister Muffin, whimsical, britpop, male vocals, backing vocals","A cute retro kids songs with drums and trumpets, feels like an tv-show intro about a Muffin Man (animated similarly to the old strawberry shortcake seris)",0.6552
7279ca60-c53e-4913-a,48,"60s baroque pop about Mister Muffin, whimsical, britpop, male vocals, backing vocals","Opens like lofi music, flute on the left channel with strings on the right, calm singing thought",0.4122
72dda986-55c6-450e-8,3,"a dark and sad country instrumental, acoustic guitar, slow, light drums, downtempo melancholic, (70 bpm), depressed,","slow beat, melodic, no singing, guitars playing atop one another.",0.5531
72dda986-55c6-450e-8,15,"a dark and sad country instrumental, acoustic guitar, slow, light drums, downtempo melancholic, (70 bpm), depressed,","Soft and mellow pacing, piano and other instruments (guitar), no vocals. Sounds soft and almost melancholic.",0.6832
72dda986-55c6-450e-8,27,"a dark and sad country instrumental, acoustic guitar, slow, light drums, downtempo melancholic, (70 bpm), depressed,","Instrumental music reminiscent of ""the Wild West,"" with the guitar taking center stage. The minor key gives it a melancholic feel. ",0.6635
72dda986-55c6-450e-8,38,"a dark and sad country instrumental, acoustic guitar, slow, light drums, downtempo melancholic, (70 bpm), depressed,",Soft mellow guitar but feels a bit melancholic. Like something you'd hear in The Last of Us.,0.618
7536c885-e926-4f7e-b,4,A romanian song about going home after work. Pop song,I love how this music is very upbeat and it is also in a foreign language. ,0.4329
7536c885-e926-4f7e-b,17,A romanian song about going home after work. Pop song,"An upbeat electronic dance music track with strong techno influences, driven by pulsating rhythms, layered synths, and high-energy beats, all delivered without vocals to maintain a purely instrumental focus.",0.3062
7536c885-e926-4f7e-b,25,A romanian song about going home after work. Pop song,I like this music it has a good bass but I dont understand the lyrics im not Spanish ,0.3727
7536c885-e926-4f7e-b,38,A romanian song about going home after work. Pop song,Beat and whistle combination feels like South Asian mellow pop. The female voice adds to this feel as it's in a foreign language.,0.4316
7536c885-e926-4f7e-b,45,A romanian song about going home after work. Pop song,"Very upbeat, girl singing in another language. Solid beat with random sounds thrown in. ",0.5134
754ad4a8-b85d-430a-8,10,"a jingle about the difference between probiotic, prebiotic, postbiotic and synbiotic","Relaxing male singer. The audio uses a lot of repetitive sounds/words, which is helpful for distinguishing it from other sounds. ",0.0711
754ad4a8-b85d-430a-8,16,"a jingle about the difference between probiotic, prebiotic, postbiotic and synbiotic","track has a steady beat and somewhat uplifting chords, with fingerstyle guitar in between. beat drops out and vocals round out into a layered spoken/chant and faster beat kicks in",0.1401
754ad4a8-b85d-430a-8,27,"a jingle about the difference between probiotic, prebiotic, postbiotic and synbiotic",It's really unique. It has a jazz vibe but it's hip-hop. It sounds like a club banger. It's like a mix of Bruno Mars and Justin Bieber's early songs. ,0.0993
754ad4a8-b85d-430a-8,37,"a jingle about the difference between probiotic, prebiotic, postbiotic and synbiotic","Something is off, it sounds AI. Like the beats are too smooth or the voice or the rhythm is somewhat weirdly predictable.",0.1349
754ad4a8-b85d-430a-8,42,"a jingle about the difference between probiotic, prebiotic, postbiotic and synbiotic","Sounds like the pop singer AJR, lyrics are about probiotics? Simple beats, not too fast, upbeat ",0.4313
754c7a3c-64af-4a19-8,3,"compressor effect, electronic music, house music, technopop, chiptune, synthwave / electro, male vocalist, 1980s,",a good rhythm. some sort of artificial music (maybe techno)? cool techno voice,0.621
754c7a3c-64af-4a19-8,14,"compressor effect, electronic music, house music, technopop, chiptune, synthwave / electro, male vocalist, 1980s,","e yourself with the task and the level of detail required for this study. With your own word, describe the music in sufficient detail that the description could be used to distinguish the musical example from another on",0.3865
754c7a3c-64af-4a19-8,23,"compressor effect, electronic music, house music, technopop, chiptune, synthwave / electro, male vocalist, 1980s,","The beginning reminded me of something I would hear while playing Mario Kart. Once the lyrics started, I thought it reminded me of something that would play while a character is training to fight someone. ",0.3481
754c7a3c-64af-4a19-8,42,"compressor effect, electronic music, house music, technopop, chiptune, synthwave / electro, male vocalist, 1980s,",EDM but also it kind of sounds like a bagpipe. Consistent fast beats but lasers also come into play? Weird voiceover that has been autotuned,0.5048
754c7a3c-64af-4a19-8,44,"compressor effect, electronic music, house music, technopop, chiptune, synthwave / electro, male vocalist, 1980s,","This follows a retro techno style, with a distorted male voice playing with the beat. This is similar to the music that clubs and social events would play in the 80’s.",0.633
754e03f6-9cc8-4deb-b,1,"A song about a friend named Alf, who is in love again. Being 49 year old","Giving slow love songs like the ones by Frankie Vallie and other artists in those veins. Also giving 60s beach boy vibes, so if I had to put it anywhere in time it would be then",0.3368
